{Avicularia_kazanakowi, Sterna_margaritifera} {Lutra_monoceros, Bradypodion_rhymnus}
{Sterna_margaritifera, Tursiops_unicolor} {Anthropoidae_nelsonii, Pelodiscus_casualis}
{Lutra_monoceros, Ruticilla_bengalensis} {Euspiza_leucopsis, Tursiops_unicolor}
{Ninox_guttifer, Sterna_margaritifera} {Avicularia_kazanakowi, Pelodiscus_casualis}
{Avicularia_kazanakowi, Pelodiscus_casualis} {Ninox_guttifer, Spalax_tristis}
{Avicularia_kazanakowi, Pelodiscus_casualis} {Ninox_guttifer, Ruticilla_bengalensis}
{Boa_wislizeni, Ruticilla_bengalensis} {Lutra_monoceros, Chlamydosaurus_imperator}
{Emberiza_celeber, Sterna_margaritifera} {Boa_wislizeni, Cottus_pugatshuki}
{Emberiza_celeber, Tursiops_unicolor} {Boa_wislizeni, Cottus_pugatshuki}
{Emberiza_celeber, Spalax_tristis} {Boa_wislizeni, Cottus_pugatshuki}
{Anser_albigula, Buthus_doriae} {Lutra_monoceros, Bradypodion_rhymnus}
{Bradypodion_rhymnus, Phasianus_serricollis} {Euspiza_leucopsis, Buthus_doriae}
{Anser_albigula, Ruticilla_bengalensis} {Lutra_monoceros, Chlamydosaurus_imperator}
{Boa_wislizeni, Bradypodion_rhymnus} {Euspiza_leucopsis, Buthus_doriae}
{Pelodiscus_casualis, Phasianus_serricollis} {Anser_albigula, Bradypodion_rhymnus}
{Ruticilla_bengalensis, Sterna_margaritifera} {Anser_albigula, Bradypodion_rhymnus}
{Ruticilla_bengalensis, Turdus_tarda} {Anser_albigula, Bradypodion_rhymnus}
{Pelodiscus_casualis, Sterna_margaritifera} {Anser_albigula, Bradypodion_rhymnus}
{Pelodiscus_casualis, Turdus_tarda} {Anser_albigula, Bradypodion_rhymnus}
{Anthropoidae_nelsonii, Bradypodion_rhymnus} {Tursiops_unicolor, Buthus_doriae}
{Emberiza_celeber, Euspiza_leucopsis} {Lutra_monoceros, Spalax_tristis}
{Ninox_guttifer, Tursiops_unicolor} {Pelodiscus_casualis, Cottus_pugatshuki}
{Emberiza_celeber, Euspiza_leucopsis} {Lutra_monoceros, Turdus_tarda}
{Emberiza_celeber, Euspiza_leucopsis} {Bradypodion_rhymnus, Lutra_monoceros}
{Emberiza_celeber, Euspiza_leucopsis} {Lutra_monoceros, Ninox_guttifer}
{Emberiza_celeber, Euspiza_leucopsis} {Lutra_monoceros, Phasianus_serricollis}
{Emberiza_celeber, Euspiza_leucopsis} {Lutra_monoceros, Pelodiscus_casualis}
{Emberiza_celeber, Euspiza_leucopsis} {Anser_albigula, Anthropoidae_nelsonii}
{Emberiza_celeber, Sterna_margaritifera} {Avicularia_kazanakowi, Cottus_pugatshuki}
{Ruticilla_bengalensis, Sterna_margaritifera} {Lutra_monoceros, Chlamydosaurus_imperator}
{Ruticilla_bengalensis, Turdus_tarda} {Lutra_monoceros, Chlamydosaurus_imperator}
{Anthropoidae_nelsonii, Pelodiscus_casualis} {Lutra_monoceros, Chlamydosaurus_imperator}
{Avicularia_kazanakowi, Tursiops_unicolor} {Euspiza_leucopsis, Buthus_doriae}
{Anthropoidae_nelsonii, Turdus_tarda} {Euspiza_leucopsis, Buthus_doriae}
{Euspiza_leucopsis, Phasianus_serricollis} {Anser_albigula, Bradypodion_rhymnus}
{Phasianus_serricollis, Spalax_tristis} {Lutra_monoceros, Chlamydosaurus_imperator}
{Boa_wislizeni, Sterna_margaritifera} {Euspiza_leucopsis, Tursiops_unicolor}
{Pelodiscus_casualis, Ruticilla_bengalensis} {Euspiza_leucopsis, Tursiops_unicolor}
{Buthus_doriae, Emberiza_celeber} {Lutra_monoceros, Chlamydosaurus_imperator}
{Boa_wislizeni, Phasianus_serricollis} {Euspiza_leucopsis, Buthus_doriae}
{Pelodiscus_casualis, Phasianus_serricollis} {Euspiza_leucopsis, Tursiops_unicolor}
{Emberiza_celeber, Tursiops_unicolor} {Anthropoidae_nelsonii, Boa_wislizeni}
{Boa_wislizeni, Buthus_doriae} {Lutra_monoceros, Chlamydosaurus_imperator}
{Avicularia_kazanakowi, Pelodiscus_casualis} {Ninox_guttifer, Tursiops_unicolor}
{Cottus_pugatshuki, Lutra_monoceros} {Emberiza_celeber, Tursiops_unicolor}
{Emberiza_celeber, Ninox_guttifer} {Anthropoidae_nelsonii, Boa_wislizeni}
{Bradypodion_rhymnus, Chlamydosaurus_imperator} {Anser_albigula, Avicularia_kazanakowi}
{Bradypodion_rhymnus, Pelodiscus_casualis} {Tursiops_unicolor, Buthus_doriae}
{Turdus_tarda, Tursiops_unicolor} {Euspiza_leucopsis, Buthus_doriae}
{Emberiza_celeber, Sterna_margaritifera} {Anthropoidae_nelsonii, Boa_wislizeni}
{Bradypodion_rhymnus, Turdus_tarda} {Tursiops_unicolor, Spalax_tristis}
{Euspiza_leucopsis, Turdus_tarda} {Anser_albigula, Bradypodion_rhymnus}
{Emberiza_celeber, Euspiza_leucopsis} {Anser_albigula, Spalax_tristis}
{Anthropoidae_nelsonii, Cottus_pugatshuki} {Euspiza_leucopsis, Lutra_monoceros}
{Anthropoidae_nelsonii, Cottus_pugatshuki} {Euspiza_leucopsis, Turdus_tarda}
{Euspiza_leucopsis, Sterna_margaritifera} {Anthropoidae_nelsonii, Cottus_pugatshuki}
{Anthropoidae_nelsonii, Cottus_pugatshuki} {Euspiza_leucopsis, Spalax_tristis}
{Anser_albigula, Cottus_pugatshuki} {Lutra_monoceros, Bradypodion_rhymnus}
{Spalax_tristis, Tursiops_unicolor} {Boa_wislizeni, Cottus_pugatshuki}
{Euspiza_leucopsis, Tursiops_unicolor} {Anthropoidae_nelsonii, Cottus_pugatshuki}
{Bradypodion_rhymnus, Chlamydosaurus_imperator} {Euspiza_leucopsis, Ninox_guttifer}
{Emberiza_celeber, Euspiza_leucopsis} {Chlamydosaurus_imperator, Spalax_tristis}
{Emberiza_celeber, Euspiza_leucopsis} {Anthropoidae_nelsonii, Spalax_tristis}
{Pelodiscus_casualis, Phasianus_serricollis} {Boa_wislizeni, Cottus_pugatshuki}
{Buthus_doriae, Tursiops_unicolor} {Anthropoidae_nelsonii, Cottus_pugatshuki}
{Anthropoidae_nelsonii, Cottus_pugatshuki} {Buthus_doriae, Turdus_tarda}
{Buthus_doriae, Sterna_margaritifera} {Anthropoidae_nelsonii, Cottus_pugatshuki}
{Avicularia_kazanakowi, Chlamydosaurus_imperator} {Euspiza_leucopsis, Buthus_doriae}
{Anthropoidae_nelsonii, Cottus_pugatshuki} {Buthus_doriae, Ruticilla_bengalensis}
{Boa_wislizeni, Sterna_margaritifera} {Tursiops_unicolor, Buthus_doriae}
{Phasianus_serricollis, Sterna_margaritifera} {Tursiops_unicolor, Spalax_tristis}
{Buthus_doriae, Ninox_guttifer} {Anthropoidae_nelsonii, Cottus_pugatshuki}
{Anthropoidae_nelsonii, Cottus_pugatshuki} {Buthus_doriae, Lutra_monoceros}
{Boa_wislizeni, Ruticilla_bengalensis} {Bradypodion_rhymnus, Chlamydosaurus_imperator}
{Anthropoidae_nelsonii, Turdus_tarda} {Lutra_monoceros, Bradypodion_rhymnus}
{Anser_albigula, Anthropoidae_nelsonii} {Lutra_monoceros, Chlamydosaurus_imperator}
{Avicularia_kazanakowi, Turdus_tarda} {Lutra_monoceros, Bradypodion_rhymnus}
{Bradypodion_rhymnus, Sterna_margaritifera} {Tursiops_unicolor, Buthus_doriae}
{Phasianus_serricollis, Sterna_margaritifera} {Emberiza_celeber, Tursiops_unicolor}
{Boa_wislizeni, Ruticilla_bengalensis} {Euspiza_leucopsis, Tursiops_unicolor}
{Euspiza_leucopsis, Spalax_tristis} {Boa_wislizeni, Pelodiscus_casualis}
{Anser_albigula, Tursiops_unicolor} {Boa_wislizeni, Cottus_pugatshuki}
{Emberiza_celeber, Sterna_margaritifera} {Tursiops_unicolor, Spalax_tristis}
{Boa_wislizeni, Tursiops_unicolor} {Lutra_monoceros, Chlamydosaurus_imperator}
{Anthropoidae_nelsonii, Cottus_pugatshuki} {Anser_albigula, Ruticilla_bengalensis}
{Ruticilla_bengalensis, Spalax_tristis} {Lutra_monoceros, Chlamydosaurus_imperator}
{Emberiza_celeber, Ninox_guttifer} {Boa_wislizeni, Cottus_pugatshuki}
{Bradypodion_rhymnus, Pelodiscus_casualis} {Euspiza_leucopsis, Buthus_doriae}
